ID,SOP_Type,SOP_Number,Item_Number,Item_Description,QTY,UOfM,Extended_Cost,Extended_Price,Unit_Cost,Unit_Price,Customer_Number,Document_Date,Requested_Ship_Date,Item_Class,Document_Status,Last Payment_Amount,SalespersonID,Posting_Status,Total_SalesYTD,Revenue,Margin,LostOnSale,MarginBucket,ActualSales,RequestedMonth,RequestedYear
INV03757_B-1266,Invoice,INV03757,B-1266,NAT Orange WONF FL Juice Base,2000,GAL,27822.08,29120,13.91,14.56,BONLAC,43353,43353,FJB,Posted,320188.32,LSANTIAGO,Posted,8464367.53,1297.92,0.044571429,Normal Revenue,Between 0% and 10%,29120,9,2018
INV03757_SB,Invoice,INV03757,SB,Sample Box,1,Each,0,1.5,0,1.5,BONLAC,43353,43353,NON-INV,Posted,320188.32,LSANTIAGO,Posted,8464367.53,1.5,1,Normal Revenue,More than 30%,1.5,9,2018
INV03737_L-2555,Invoice,INV03737,L-2555,N&A Peach Type FL,5,GAL,137.22,463.05,27.44,92.61,LIFAR,43354,43354,FLAVOR,Posted,529.2,LSANTIAGO,Posted,26399.82,325.83,0.703660512,Normal Revenue,More than 30%,463.05,9,2018
INV03737_L-2551,Invoice,INV03737,L-2551,NAT Black Cherry FL WONF,5,GAL,277.85,1143.3,55.57,228.66,LIFAR,43354,43354,FLAVOR,Posted,529.2,LSANTIAGO,Posted,26399.82,865.45,0.756975422,Normal Revenue,More than 30%,1143.3,9,2018
INV03737_L-2248,Invoice,INV03737,L-2248,Sabor N&A Fresa,5,GAL,282.6,902.4,56.52,180.48,LIFAR,43354,43354,FLAVOR,Posted,529.2,LSANTIAGO,Posted,26399.82,619.8,0.686835106,Normal Revenue,More than 30%,902.4,9,2018
INV05169_B-1506,Invoice,INV05169,B-1506,N&A Pear FJB,2009.98,KG,5828.94,8964.51,2.9,4.46,NEVADA,44082,44082,FJB,Posted,12447.79,LSANTIAGO,Posted,1761785.05,3135.57,0.34977595,Normal Revenue,More than 30%,8964.51,9,2020
INV05169_SB,Invoice,INV05169,SB,Sample Box,1,Each,0,1.5,0,1.5,NEVADA,44082,44082,NON-INV,Posted,12447.79,LSANTIAGO,Posted,1761785.05,1.5,1,Normal Revenue,More than 30%,1.5,9,2020
INV05170_L-3690,Invoice,INV05170,L-3690,N&A Strawberry FL,19.49,KG,189.05,472.05,9.7,24.22,NEVADA,44082,44082,FLAVOR,Posted,12447.79,LSANTIAGO,Posted,1761785.05,283,0.599512763,Normal Revenue,More than 30%,472.05,9,2020
INV05170_SB,Invoice,INV05170,SB,Sample Box,1,Each,0,1.5,0,1.5,NEVADA,44082,44082,NON-INV,Posted,12447.79,LSANTIAGO,Posted,1761785.05,1.5,1,Normal Revenue,More than 30%,1.5,9,2020
INV04182_L-3509,Invoice,INV04182,L-3509,Cola Nat Type FL,1639.4,KG,8426.53,14918.54,5.14,9.1,PETITE,43595,43595,EMULSION,Posted,2004.8,ASTANZIOLA,Posted,597569.38,6492.01,0.435163897,Normal Revenue,More than 30%,14918.54,5,2019
INV04185_B-1266,Invoice,INV04185,B-1266,NAT Orange WONF FL Juice Base,2000,GAL,28967.56,29120,14.48,14.56,BONLAC,43595,43595,FJB,Posted,320188.32,LSANTIAGO,Posted,8464367.53,152.44,0.00523489,Normal Revenue,Between 0% and 10%,29120,5,2019
INV04185_SB,Invoice,INV04185,SB,Sample Box,1,Each,0,1.5,0,1.5,BONLAC,43595,43595,NON-INV,Posted,320188.32,LSANTIAGO,Posted,8464367.53,1.5,1,Normal Revenue,More than 30%,1.5,5,2019
INV04192_L-2185,Invoice,INV04192,L-2185,Nat Pina Papaya FL,761.4,KG,5131.83,5466.85,6.74,7.18,FLORIDA ICE,43595,43595,FLAVOR,Posted,17590.52,LSANTIAGO,Posted,669865.49,335.02,0.061282091,Normal Revenue,Between 0% and 10%,5466.85,5,2019
INV04192_SB,Invoice,INV04192,SB,Sample Box,1,Each,0,1.5,0,1.5,FLORIDA ICE,43595,43595,NON-INV,Posted,17590.52,LSANTIAGO,Posted,669865.49,1.5,1,Normal Revenue,More than 30%,1.5,5,2019
INV04192_FAUCA,Invoice,INV04192,FAUCA,Fauca,1,Each,0,40,0,40,FLORIDA ICE,43595,43595,NON-INV,Posted,17590.52,LSANTIAGO,Posted,669865.49,40,1,Normal Revenue,More than 30%,40,5,2019
INV04193_L-1743,Invoice,INV04193,L-1743,Sabor NAT de Arándano WONF,902,KG,5242.43,7955.64,5.81,8.82,FLORIDA ICE,43595,43595,FLAVOR,Posted,17590.52,LSANTIAGO,Posted,669865.49,2713.21,0.34104233,Normal Revenue,More than 30%,7955.64,5,2019
INV04195_I-160006A,Invoice,INV04195,I-160006A,Hexametafosfato de Sodio (SHMP),50,kG,101.5,147.5,2.03,2.95,BONLAC,43595,43595,RE-SALE,Posted,320188.32,LSANTIAGO,Posted,8464367.53,46,0.311864407,Normal Revenue,More than 30%,147.5,5,2019
INV04196_L-2686,Invoice,INV04196,L-2686,Tea Essence FTNF,209,KG,1162.04,1889.36,5.56,9.04,DOS PINOS,43595,43595,RE-PACK,Posted,1006.32,LSANTIAGO,Posted,1108706.21,727.32,0.384955752,Normal Revenue,More than 30%,1889.36,5,2019
INV04197_L-3070,Invoice,INV04197,L-3070,N&A Blueberry FL,610.7,KG,4335.97,9142.18,7.1,14.97,DOS PINOS,43595,43595,FLAVOR,Posted,1006.32,LSANTIAGO,Posted,1108706.21,4806.21,0.525718155,Normal Revenue,More than 30%,9142.18,5,2019
INV04198_L-3068,Invoice,INV04198,L-3068,N&A Lemon FL,401.1,KG,5254.41,8455.19,13.1,21.08,DOS PINOS,43595,43595,FLAVOR,Posted,1006.32,LSANTIAGO,Posted,1108706.21,3200.78,0.378558022,Normal Revenue,More than 30%,8455.19,5,2019
INV04198_L-3069,Invoice,INV04198,L-3069,N&A Peach FL,414.4,KG,3783.48,8499.34,9.13,20.51,DOS PINOS,43595,43595,FLAVOR,Posted,1006.32,LSANTIAGO,Posted,1108706.21,4715.86,0.554850141,Normal Revenue,More than 30%,8499.34,5,2019
INV04198_SB,Invoice,INV04198,SB,Sample Box,1,Each,0,1.5,0,1.5,DOS PINOS,43595,43595,NON-INV,Posted,1006.32,LSANTIAGO,Posted,1108706.21,1.5,1,Normal Revenue,More than 30%,1.5,5,2019
INV04198_FAUCA,Invoice,INV04198,FAUCA,Fauca,1,Each,0,40,0,40,DOS PINOS,43595,43595,NON-INV,Posted,1006.32,LSANTIAGO,Posted,1108706.21,40,1,Normal Revenue,More than 30%,40,5,2019
INV04205_L-3350,Invoice,INV04205,L-3350,N&A Vanilla FL,50.28,KG,525.93,1012.14,10.46,20.13,CANNEX,43599,43599,FLAVOR,Posted,66678.76,ASTANZIOLA,Posted,2195688.4,486.21,0.480378209,Normal Revenue,More than 30%,1012.14,5,2019
INV04205_SB,Invoice,INV04205,SB,Sample Box,1,Each,0,1.5,0,1.5,CANNEX,43599,43599,NON-INV,Posted,66678.76,ASTANZIOLA,Posted,2195688.4,1.5,1,Normal Revenue,More than 30%,1.5,5,2019
INV04183_I-170047A,Invoice,INV04183,I-170047A,Orange Juice Concentrate 65 Brix,250,kG,755,875,3.02,3.5,PANAJUGO,43598,43598,RE-SALE,Posted,2.74,LSANTIAGO,Posted,135891.89,120,0.137142857,Normal Revenue,Between 10% and 20%,875,5,2019
INV04183_I-170117A,Invoice,INV04183,I-170117A,Pineapple Juice Concentrate 60 Brix,270,kG,413.1,540,1.53,2,PANAJUGO,43598,43598,RE-SALE,Posted,2.74,LSANTIAGO,Posted,135891.89,126.9,0.235,Normal Revenue,Between 30% and 30%,540,5,2019
INV04170_D-7653,Invoice,INV04170,D-7653,Energy Premix 137176 (F),2275,KG,21052.5,64837.5,9.25,28.5,TROPIC,43598,43598,DRY BLEND,Posted,193225.16,ASTANZIOLA,Posted,10672799.38,43785,0.675303644,Normal Revenue,More than 30%,64837.5,5,2019
INV04171_L-2608,Invoice,INV04171,L-2608,N&A Creme Soda FL,50,GAL,3712.6,4169,74.25,83.38,TROPIC,43598,43598,FLAVOR,Posted,193225.16,ASTANZIOLA,Posted,10672799.38,456.4,0.109474694,Normal Revenue,Between 10% and 20%,4169,5,2019
INV04172_L-1688,Invoice,INV04172,L-1688,NAT Cloud Emuls,300,GAL,5073.78,6480,16.91,21.6,TROPIC,43598,43598,EMULSION,Posted,193225.16,ASTANZIOLA,Posted,10672799.38,1406.22,0.217009259,Normal Revenue,Between 30% and 30%,6480,5,2019
INV04173_L-2500,Invoice,INV04173,L-2500,N&A Mixed Fruit FL,250,GAL,7978.8,9982.5,31.92,39.93,TROPIC,43598,43598,FLAVOR,Posted,193225.16,ASTANZIOLA,Posted,10672799.38,2003.7,0.200721262,Normal Revenue,Between 30% and 30%,9982.5,5,2019
INV04173_SB,Invoice,INV04173,SB,Sample Box,1,Each,0,1.5,0,1.5,TROPIC,43598,43598,NON-INV,Posted,193225.16,ASTANZIOLA,Posted,10672799.38,1.5,1,Normal Revenue,More than 30%,1.5,5,2019
INV04200_D-7835,Invoice,INV04200,D-7835,Isotonic Mineral Blend (F),2275,KG,11926.75,19337.5,5.24,8.5,TROPIC,43598,43598,DRY BLEND,Posted,193225.16,ASTANZIOLA,Posted,10672799.38,7410.75,0.383232062,Normal Revenue,More than 30%,19337.5,5,2019
INV04200_L-1259,Invoice,INV04200,L-1259,Cloud Emulsion,50,GAL,1242.89,1680.5,24.86,33.61,TROPIC,43598,43598,EMULSION,Posted,193225.16,ASTANZIOLA,Posted,10672799.38,437.61,0.260404641,Normal Revenue,Between 30% and 30%,1680.5,5,2019
INV04200_L-3660,Invoice,INV04200,L-3660,Fruit Punch Color Phase,15,GAL,345.38,886.95,23.03,59.13,TROPIC,43598,43598,FLAVOR,Posted,193225.16,ASTANZIOLA,Posted,10672799.38,541.57,0.610598117,Normal Revenue,More than 30%,886.95,5,2019
INV04200_E-0114,Invoice,INV04200,E-0114,N&A Fruit Punch Emls FL,50,GAL,1071.18,2145.5,21.42,42.91,TROPIC,43598,43598,EMULSION,Posted,193225.16,ASTANZIOLA,Posted,10672799.38,1074.32,0.500731764,Normal Revenue,More than 30%,2145.5,5,2019
INV04200_L-4060,Invoice,INV04200,L-4060,N&A Blue Punch FL,50,GAL,1363.28,2820,27.27,56.4,TROPIC,43598,43598,FLAVOR,Posted,193225.16,ASTANZIOLA,Posted,10672799.38,1456.72,0.516567376,Normal Revenue,More than 30%,2820,5,2019
INV04204_L-1516,Invoice,INV04204,L-1516,NAT Cranberry Essence WONF,260,KG,1383.2,2951,5.32,11.35,SM JALEEL,43600,43600,FLAVOR,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,1567.8,0.531277533,Normal Revenue,More than 30%,2951,5,2019
INV04204_SB,Invoice,INV04204,SB,Sample Box,1,Each,0,1.5,0,1.5,SM JALEEL,43600,43600,NON-INV,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,1.5,1,Normal Revenue,More than 30%,1.5,5,2019
INV04201_B-1266,Invoice,INV04201,B-1266,NAT Orange WONF FL Juice Base,2000,GAL,28527.35,29120,14.26,14.56,BONLAC,43602,43602,FJB,Posted,320188.32,LSANTIAGO,Posted,8464367.53,592.65,0.020351992,Normal Revenue,Between 0% and 10%,29120,5,2019
INV04201_SB,Invoice,INV04201,SB,Sample Box,1,Each,0,1.5,0,1.5,BONLAC,43602,43602,NON-INV,Posted,320188.32,LSANTIAGO,Posted,8464367.53,1.5,1,Normal Revenue,More than 30%,1.5,5,2019
INV03779_L-2607,Invoice,INV03779,L-2607,N&A Apple Grape FL,1209.02,KG,8112.53,10228.31,6.71,8.46,SM JALEEL,43360,43360,FLAVOR,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,2115.78,0.206855287,Normal Revenue,Between 30% and 30%,10228.31,9,2018
INV03779_L-3383,Invoice,INV03779,L-3383,N&A Kiwi Strawberry Fl Emulsion,204.9,KG,2122.77,7302.64,10.36,35.64,SM JALEEL,43360,43360,EMULSION,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,5179.87,0.709314714,Normal Revenue,More than 30%,7302.64,9,2018
INV03773_D-7705,Invoice,INV03773,D-7705,Milk Beverage Stabilizer,2.2,KG,10.65,0,4.84,0,NEVADA,43355,43356,RE-SALE,Posted,12447.79,LSANTIAGO,Posted,1761785.05,-10.65,0,Lost on Sale,Between 0% and 10%,0,9,2018
INV03773_D-7774,Invoice,INV03773,D-7774,Malt Extract (Light),50,KG,67,0,1.34,0,NEVADA,43355,43356,RE-SALE,Posted,12447.79,LSANTIAGO,Posted,1761785.05,-67,0,Lost on Sale,Between 0% and 10%,0,9,2018
INV03773_L-4086,Invoice,INV03773,L-4086,N&A Malteada FL,1.54,KG,28.04,0,18.21,0,NEVADA,43355,43356,FLAVOR,Posted,12447.79,LSANTIAGO,Posted,1761785.05,-28.04,0,Lost on Sale,Between 0% and 10%,0,9,2018
INV03770_L-2104,Invoice,INV03770,L-2104,NAT Cranberry WONF Juice FL,1830.8,KG,9465.23,10069.4,5.17,5.5,LASCO,43357,43357,FLAVOR,Posted,77970,RGAYNOR,Posted,5887915.37,604.17,0.060000596,Normal Revenue,Between 0% and 10%,10069.4,9,2018
INV03770_L-2276,Invoice,INV03770,L-2276,NAT Cran Strawberry FL WONF,1330,KG,6809.6,7674.1,5.12,5.77,LASCO,43357,43357,FLAVOR,Posted,77970,RGAYNOR,Posted,5887915.37,864.5,0.112651646,Normal Revenue,Between 10% and 20%,7674.1,9,2018
INV03770_E-0107,Invoice,INV03770,E-0107,N&A Guava Pineapple FL Emulsion,3273.04,KG,14695.95,33843.23,4.49,10.34,LASCO,43357,43357,EMULSION,Posted,77970,RGAYNOR,Posted,5887915.37,19147.28,0.565763965,Normal Revenue,More than 30%,33843.23,9,2018
INV03770_SB,Invoice,INV03770,SB,Sample Box,1,Each,0,1.5,0,1.5,LASCO,43357,43357,NON-INV,Posted,77970,RGAYNOR,Posted,5887915.37,1.5,1,Normal Revenue,More than 30%,1.5,9,2018
INV03771_D-7748,Invoice,INV03771,D-7748,N&A Vanilla Sugar FL  (F),4000,KG,18349,22000,4.59,5.5,LASCO,43357,43357,DRY BLEND,Posted,77970,RGAYNOR,Posted,5887915.37,3651,0.165954545,Normal Revenue,Between 10% and 20%,22000,9,2018
INV03858_L-3955,Invoice,INV03858,L-3955,N&A Vanilla FL  Bourbon Type,40.56,KG,868.8,2349.64,21.42,57.93,INDUVECA,43399,43399,FLAVOR,Posted,4700.78,LSANTIAGO,Posted,95211.96,1480.84,0.630241228,Normal Revenue,More than 30%,2349.64,10,2018
INV03858_SB,Invoice,INV03858,SB,Sample Box,1,Each,0,1.5,0,1.5,INDUVECA,43399,43399,NON-INV,Posted,4700.78,LSANTIAGO,Posted,95211.96,1.5,1,Normal Revenue,More than 30%,1.5,10,2018
INV03843_I-240004,Invoice,INV03843,I-240004,Sucralose,100,KG,3656,5042,36.56,50.42,BONLAC,43399,43399,RM,Posted,320188.32,LSANTIAGO,Posted,8464367.53,1386,0.274890916,Normal Revenue,Between 30% and 30%,5042,10,2018
INV03846_I-210000,Invoice,INV03846,I-210000,Sodium Benzoate EDF,400,KG,684,852,1.71,2.13,BONLAC,43399,43399,RM,Posted,320188.32,LSANTIAGO,Posted,8464367.53,168,0.197183099,Normal Revenue,Between 10% and 20%,852,10,2018
INV03847_I-240005,Invoice,INV03847,I-240005,Aspartame,200,KG,2664,3480,13.32,17.4,BONLAC,43399,43399,RM,Posted,320188.32,LSANTIAGO,Posted,8464367.53,816,0.234482759,Normal Revenue,Between 30% and 30%,3480,10,2018
INV03855_L-3335,Invoice,INV03855,L-3335,N&A Fruit Punch FL EMULS,878.92,KG,4296.49,5141.68,4.89,5.85,BONLAC,43399,43399,EMULSION,Posted,320188.32,LSANTIAGO,Posted,8464367.53,845.19,0.164380125,Normal Revenue,Between 10% and 20%,5141.68,10,2018
INV03855_SB,Invoice,INV03855,SB,Sample Box,1,Each,0,1.5,0,1.5,BONLAC,43399,43399,NON-INV,Posted,320188.32,LSANTIAGO,Posted,8464367.53,1.5,1,Normal Revenue,More than 30%,1.5,10,2018
INV03859_L-3068,Invoice,INV03859,L-3068,N&A Lemon FL,210.1,KG,2975.01,4428.91,14.16,21.08,DOS PINOS,43399,43399,FLAVOR,Posted,1006.32,LSANTIAGO,Posted,1108706.21,1453.9,0.328274903,Normal Revenue,More than 30%,4428.91,10,2018
INV03859_SB,Invoice,INV03859,SB,Sample Box,1,Each,0,1.5,0,1.5,DOS PINOS,43399,43399,NON-INV,Posted,1006.32,LSANTIAGO,Posted,1108706.21,1.5,1,Normal Revenue,More than 30%,1.5,10,2018
INV03859_FAUCA,Invoice,INV03859,FAUCA,Fauca,1,Each,0,40,0,40,DOS PINOS,43399,43399,NON-INV,Posted,1006.32,LSANTIAGO,Posted,1108706.21,40,1,Normal Revenue,More than 30%,40,10,2018
INV03948_D-7818,Invoice,INV03948,D-7818,Mezcla de Preservantes y  Edulorantes para Manzana (F),297.324,KG,6459.2,7352.82,21.72,24.73,"CBC INTL, S.A.",43460,43460,DRY BLEND,Posted,178332.58,BDECLARK,Posted,3774926.5,893.62,0.121534323,Normal Revenue,Between 10% and 20%,7352.82,12,2018
INV03950_SB,Invoice,INV03950,SB,Sample Box,1,Each,0,1.5,0,1.5,BONLAC,43462,43462,NON-INV,Posted,320188.32,LSANTIAGO,Posted,8464367.53,1.5,1,Normal Revenue,More than 30%,1.5,12,2018
INV03779_L-3448,Invoice,INV03779,L-3448,N&A Fruit Punch FL Emuls,1010.5,KG,5133.34,10094.9,5.08,9.99,SM JALEEL,43360,43360,EMULSION,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,4961.56,0.491491743,Normal Revenue,More than 30%,10094.9,9,2018
INV03779_L-1688,Invoice,INV03779,L-1688,NAT Cloud Emuls,1016.43,KG,4331.38,5905.46,4.26,5.81,SM JALEEL,43360,43360,EMULSION,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,1574.08,0.266546552,Normal Revenue,Between 30% and 30%,5905.46,9,2018
INV03779_L-3379,Invoice,INV03779,L-3379,N&A Pineapple FL,215.49,KG,1536.44,2747.5,7.13,12.75,SM JALEEL,43360,43360,FLAVOR,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,1211.06,0.440786169,Normal Revenue,More than 30%,2747.5,9,2018
INV03779_B-1356,Invoice,INV03779,B-1356,N&A Pineapple FL Juice Base,1020.84,KG,4134.4,4706.07,4.05,4.61,SM JALEEL,43360,43360,FJB,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,571.67,0.121475031,Normal Revenue,Between 10% and 20%,4706.07,9,2018
INV03779_E-0158,Invoice,INV03779,E-0158,N&A Guava Pineapple FL Emls,1001.615,KG,5048.14,8463.65,5.04,8.45,SM JALEEL,43360,43360,EMULSION,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,3415.51,0.403550478,Normal Revenue,More than 30%,8463.65,9,2018
INV03779_B-1493,Invoice,INV03779,B-1493,Guava Grapefruit FJB,1010.88,KG,3386.45,5751.91,3.35,5.69,SM JALEEL,43360,43360,FJB,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,2365.46,0.411247742,Normal Revenue,More than 30%,5751.91,9,2018
INV03779_SB,Invoice,INV03779,SB,Sample Box,1,Each,0,1.5,0,1.5,SM JALEEL,43360,43360,NON-INV,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,1.5,1,Normal Revenue,More than 30%,1.5,9,2018
INV03782_B-1108,Invoice,INV03782,B-1108,NAT Cranberry Tea WONF Juice Base,150.5,KG,782.6,1596.81,5.2,10.61,SM JALEEL,43360,43360,FJB,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,814.21,0.509897859,Normal Revenue,More than 30%,1596.81,9,2018
INV03784_D-7584,Invoice,INV03784,D-7584,Black Tea CF1MM,68.04,KG,1117.9,1586.01,16.43,23.31,SM JALEEL,43360,43360,RE-SALE,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,468.11,0.295149463,Normal Revenue,Between 30% and 30%,1586.01,9,2018
INV03784_L-2121,Invoice,INV03784,L-2121,NAT Peach FL WONF,58.5,KG,427.05,1449.05,7.3,24.77,SM JALEEL,43360,43360,FLAVOR,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,1022,0.705289673,Normal Revenue,More than 30%,1449.05,9,2018
INV03784_L-1939,Invoice,INV03784,L-1939,NAT Lemon Black Tea FL WONF,58.8,KG,606.22,667.97,10.31,11.36,SM JALEEL,43360,43360,FLAVOR,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,61.75,0.092444271,Normal Revenue,Between 0% and 10%,667.97,9,2018
INV03780_B-1029,Invoice,INV03780,B-1029,N&A Fruit Punch FL Juice Base,2716.32,KG,7741.51,10919.61,2.85,4.02,SM JALEEL,43360,43360,FJB,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,3178.1,0.291045193,Normal Revenue,Between 30% and 30%,10919.61,9,2018
INV03780_B-1029 PAILS,Invoice,INV03780,B-1029 PAILS,N&A Fruit Punch FJB,2511.93,KG,7510.67,10097.96,2.99,4.02,SM JALEEL,43360,43360,FJB,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,2587.29,0.256219078,Normal Revenue,Between 30% and 30%,10097.96,9,2018
INV03780_B-1017,Invoice,INV03780,B-1017,N&A KK Guava Pina Juice Base,5017.2,KG,14956.59,20570.52,2.98,4.1,SM JALEEL,43360,43360,FJB,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,5613.93,0.272911429,Normal Revenue,Between 30% and 30%,20570.52,9,2018
INV03780_SB,Invoice,INV03780,SB,Sample Box,1,Each,0,1.5,0,1.5,SM JALEEL,43360,43360,NON-INV,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,1.5,1,Normal Revenue,More than 30%,1.5,9,2018
INV03751_L-3836,Invoice,INV03751,L-3836,Sabor Tipo Leche,1724.9,KG,23249.06,49056.16,13.4785,28.44,GLORIA,43360,43360,FLAVOR,Posted,12872.16,RHENRIQUEZ,Posted,1097270.24,25807.1,0.526072567,Normal Revenue,More than 30%,49056.16,9,2018
INV04050_D-7774,Invoice,INV04050,D-7774,Malt Extract (Light),700,KG,959,1337,1.37,1.91,NEVADA,43523,43523,RE-SALE,Posted,12447.79,LSANTIAGO,Posted,1761785.05,378,0.282722513,Normal Revenue,Between 30% and 30%,1337,2,2019
INV04050_D-7705,Invoice,INV04050,D-7705,Milk Beverage Stabilizer,45.36,KG,219.55,307.09,4.84,6.77,NEVADA,43523,43523,RE-SALE,Posted,12447.79,LSANTIAGO,Posted,1761785.05,87.54,0.285063011,Normal Revenue,Between 30% and 30%,307.09,2,2019
INV04050_L-4086,Invoice,INV04050,L-4086,N&A Malteada FL,18.98,KG,295.71,612.67,15.58,32.28,NEVADA,43523,43523,FLAVOR,Posted,12447.79,LSANTIAGO,Posted,1761785.05,316.96,0.517342125,Normal Revenue,More than 30%,612.67,2,2019
INV04050_SB,Invoice,INV04050,SB,Sample Box,1,Each,0,1.5,0,1.5,NEVADA,43523,43523,NON-INV,Posted,12447.79,LSANTIAGO,Posted,1761785.05,1.5,1,Normal Revenue,More than 30%,1.5,2,2019
INV04051_B-1446,Invoice,INV04051,B-1446,Nat Pear FJB (Disfruta),206.16,KG,853.5,859.69,4.14,4.17,NEVADA,43523,43523,FJB,Posted,12447.79,LSANTIAGO,Posted,1761785.05,6.19,0.00720027,Normal Revenue,Between 0% and 10%,859.69,2,2019
INV04051_B-1506,Invoice,INV04051,B-1506,N&A Pear FJB,2009.98,KG,5929.44,8964.51,2.95,4.46,NEVADA,43523,43523,FJB,Posted,12447.79,LSANTIAGO,Posted,1761785.05,3035.07,0.338565075,Normal Revenue,More than 30%,8964.51,2,2019
INV04051_B-1434,Invoice,INV04051,B-1434,N&A Apple FJB,415.99,KG,1302.05,1855.32,3.13,4.46,NEVADA,43523,43523,FJB,Posted,12447.79,LSANTIAGO,Posted,1761785.05,553.27,0.298207317,Normal Revenue,Between 30% and 30%,1855.32,2,2019
INV04051_SB,Invoice,INV04051,SB,Sample Box,1,Each,0,1.5,0,1.5,NEVADA,43523,43523,NON-INV,Posted,12447.79,LSANTIAGO,Posted,1761785.05,1.5,1,Normal Revenue,More than 30%,1.5,2,2019
INV04053_D-7718,Invoice,INV04053,D-7718,FISA Super Sweet PWD (F),25,KG,670.5,2561.5,26.82,102.46,CCN,43525,43525,DRY BLEND,Posted,16507.83,ASTANZIOLA,Posted,888799.68,1891,0.738239313,Normal Revenue,More than 30%,2561.5,3,2019
INV04053_B-1369,Invoice,INV04053,B-1369,N&A Apple FL Juice Base,605.4,KG,2324.74,2058.36,3.84,3.4,CCN,43525,43525,FJB,Posted,16507.83,ASTANZIOLA,Posted,888799.68,-266.38,-0.129413708,Lost on Sale,Less than 0%,2058.36,3,2019
INV04926_L-2580,Invoice,INV04926,L-2580,N&A Kola Inglesa FL,235,GAL,5750.73,7343.75,24.47,31.25,KOLA SHALER,43945,43945,FLAVOR,Posted,12601.5,ASTANZIOLA,Posted,213547,1593.02,0.216921872,Normal Revenue,Between 30% and 30%,7343.75,4,2020
INV04926_SB,Invoice,INV04926,SB,Sample Box,1,Each,0,1.5,0,1.5,KOLA SHALER,43945,43945,NON-INV,Posted,12601.5,ASTANZIOLA,Posted,213547,1.5,1,Normal Revenue,More than 30%,1.5,4,2020
INV04926_DUCA-F,Invoice,INV04926,DUCA-F,DUCA-F (EX FAUCA),1,Each,0,40,0,40,KOLA SHALER,43945,43945,NON-INV,Posted,12601.5,ASTANZIOLA,Posted,213547,40,1,Normal Revenue,More than 30%,40,4,2020
INV04932_B-1369,Invoice,INV04932,B-1369,N&A Apple FL Juice Base,2808.6,KG,8847.09,9549.24,3.15,3.4,CCN,43949,43949,FJB,Posted,16507.83,ASTANZIOLA,Posted,888799.68,702.15,0.073529412,Normal Revenue,Between 0% and 10%,9549.24,4,2020
INV04932_L-3568,Invoice,INV04932,L-3568,Nat Orange FL Emulsion,180,KG,874.98,1935,4.86,10.75,CCN,43949,43949,EMULSION,Posted,16507.83,ASTANZIOLA,Posted,888799.68,1060.02,0.547813953,Normal Revenue,More than 30%,1935,4,2020
INV04932_DUCA-F,Invoice,INV04932,DUCA-F,DUCA-F (EX FAUCA),1,Each,0,40,0,40,CCN,43949,43949,NON-INV,Posted,16507.83,ASTANZIOLA,Posted,888799.68,40,1,Normal Revenue,More than 30%,40,4,2020
INV04933_B-1369,Invoice,INV04933,B-1369,N&A Apple FL Juice Base,2500.56,KG,7876.77,8501.9,3.15,3.4,CCN,43949,43949,FJB,Posted,16507.83,ASTANZIOLA,Posted,888799.68,625.13,0.07352827,Normal Revenue,Between 0% and 10%,8501.9,4,2020
INV04934_B-1369,Invoice,INV04934,B-1369,N&A Apple FL Juice Base,2500.56,KG,7876.76,8501.9,3.15,3.4,CCN,43949,43949,FJB,Posted,16507.83,ASTANZIOLA,Posted,888799.68,625.14,0.073529446,Normal Revenue,Between 0% and 10%,8501.9,4,2020
INV04934_D-7769,Invoice,INV04934,D-7769,B Vitamin Blend  (F),25,KG,292,1006,11.68,40.24,CCN,43949,43949,DRY BLEND,Posted,16507.83,ASTANZIOLA,Posted,888799.68,714,0.709741551,Normal Revenue,More than 30%,1006,4,2020
INV04934_B-1526,Invoice,INV04934,B-1526,Nat Mandarin FJB,612,KG,2986.56,4510.44,4.88,7.37,CCN,43949,43949,FJB,Posted,16507.83,ASTANZIOLA,Posted,888799.68,1523.88,0.337856174,Normal Revenue,More than 30%,4510.44,4,2020
